,head,relation,tail,label
32141,DB12340,CELL_DRUG,Hey,0
32142,DB12340,CELL_DRUG,PEO1,0
32168,DB02546,CELL_DRUG,OVCAR-4,0
32192,DB02546,CELL_DRUG,EFO-21,0
32202,DB02546,CELL_DRUG,OVKATE,0
32216,DB02546,CELL_DRUG,OV-56,0
32217,DB02546,CELL_DRUG,PEO1,0
32313,DB04868,CELL_DRUG,OVCAR-3,0
32325,DB04868,CELL_DRUG,SK-OV-3,0
32328,DB04868,CELL_DRUG,IGROV-1,0
32329,DB04868,CELL_DRUG,OVCAR-5,0
32340,DB04868,CELL_DRUG,OVCAR-4,0
32447,DB04868,CELL_DRUG,OC-314,0
32474,DB04868,CELL_DRUG,SW626,0
32495,DB04868,CELL_DRUG,OAW-42,0
32524,DB04868,CELL_DRUG,EFO-21,0
32554,DB04868,CELL_DRUG,OAW-28,0
32558,DB04868,CELL_DRUG,Caov-4,0
32578,DB04868,CELL_DRUG,FU-OV-1,0
32608,DB04868,CELL_DRUG,OV-90,0
32609,DB04868,CELL_DRUG,OVISE,0
32610,DB04868,CELL_DRUG,OVKATE,0
32611,DB04868,CELL_DRUG,OVMIU,0
32622,DB04868,CELL_DRUG,TOV-21G,0
32659,DB04868,CELL_DRUG,OVTOKO,0
32671,DB04868,CELL_DRUG,TOV-112D,0
32679,DB04868,CELL_DRUG,OV-56,0
32680,DB04868,CELL_DRUG,OVCA420,0
32681,DB04868,CELL_DRUG,PEO1,0
32891,DB09074,CELL_DRUG,OVCAR-3,0
32905,DB09074,CELL_DRUG,SK-OV-3,0
32907,DB09074,CELL_DRUG,OVCAR-5,0
32919,DB09074,CELL_DRUG,OVCAR-4,0
32920,DB09074,CELL_DRUG,OVCAR-8,0
33056,DB09074,CELL_DRUG,OC-314,0
33087,DB09074,CELL_DRUG,SW626,0
33110,DB09074,CELL_DRUG,OAW-42,0
33149,DB09074,CELL_DRUG,EFO-21,0
33179,DB09074,CELL_DRUG,OAW-28,0
33183,DB09074,CELL_DRUG,Caov-4,0
33198,DB09074,CELL_DRUG,FU-OV-1,0
33233,DB09074,CELL_DRUG,OV-90,0
33234,DB09074,CELL_DRUG,OVISE,0
33235,DB09074,CELL_DRUG,OVKATE,0
33236,DB09074,CELL_DRUG,OVMIU,0
33248,DB09074,CELL_DRUG,TOV-21G,0
33291,DB09074,CELL_DRUG,OVTOKO,0
33305,DB09074,CELL_DRUG,TOV-112D,0
33329,DB09074,CELL_DRUG,DOV13,0
33330,DB09074,CELL_DRUG,Hey,0
33331,DB09074,CELL_DRUG,OV-56,0
33332,DB09074,CELL_DRUG,OVCA420,0
33333,DB09074,CELL_DRUG,PEO1,0
33430,DB08916,CELL_DRUG,SW626,0
33438,DB08916,CELL_DRUG,OAW-42,0
33449,DB08916,CELL_DRUG,EFO-21,0
33468,DB08916,CELL_DRUG,OV-90,0
33487,DB08916,CELL_DRUG,OV-56,0
33488,DB08916,CELL_DRUG,OVK-18,0
33626,DB06999,CELL_DRUG,OVCAR-3,0
33645,DB06999,CELL_DRUG,SK-OV-3,0
33650,DB06999,CELL_DRUG,IGROV-1,0
33651,DB06999,CELL_DRUG,OVCAR-5,0
33663,DB06999,CELL_DRUG,OVCAR-4,0
33664,DB06999,CELL_DRUG,OVCAR-8,0
33864,DB06999,CELL_DRUG,SW626,0
33890,DB06999,CELL_DRUG,OAW-42,0
33940,DB06999,CELL_DRUG,EFO-21,0
33974,DB06999,CELL_DRUG,OAW-28,0
34004,DB06999,CELL_DRUG,FU-OV-1,0
34044,DB06999,CELL_DRUG,OV-90,0
34045,DB06999,CELL_DRUG,OVISE,0
34046,DB06999,CELL_DRUG,OVKATE,0
34047,DB06999,CELL_DRUG,OVMIU,0
34110,DB06999,CELL_DRUG,OVTOKO,0
34125,DB06999,CELL_DRUG,TOV-112D,0
34159,DB06999,CELL_DRUG,Hey,0
34160,DB06999,CELL_DRUG,OV-56,0
34161,DB06999,CELL_DRUG,OVCA420,0
34162,DB06999,CELL_DRUG,OVK-18,0
34163,DB06999,CELL_DRUG,PEO1,0
34260,DB05220,CELL_DRUG,OVCAR-3,0
34268,DB05220,CELL_DRUG,SK-OV-3,0
34269,DB05220,CELL_DRUG,OVCAR-5,0
34277,DB05220,CELL_DRUG,OVCAR-4,0
34337,DB05220,CELL_DRUG,SW626,0
34349,DB05220,CELL_DRUG,OAW-42,0
34368,DB05220,CELL_DRUG,EFO-21,0
34380,DB05220,CELL_DRUG,OAW-28,0
34401,DB05220,CELL_DRUG,OVISE,0
34402,DB05220,CELL_DRUG,OVMIU,0
34430,DB05220,CELL_DRUG,OVTOKO,0
34437,DB05220,CELL_DRUG,OV-56,0
34438,DB05220,CELL_DRUG,PEO1,0
34610,DB09073,CELL_DRUG,OVCAR-3,0
34619,DB09073,CELL_DRUG,SK-OV-3,0
34630,DB09073,CELL_DRUG,OVCAR-4,0
34631,DB09073,CELL_DRUG,OVCAR-8,0
34745,DB09073,CELL_DRUG,SW626,0
34762,DB09073,CELL_DRUG,OAW-42,0
34791,DB09073,CELL_DRUG,EFO-21,0
34811,DB09073,CELL_DRUG,OAW-28,0
34815,DB09073,CELL_DRUG,Caov-4,0
34830,DB09073,CELL_DRUG,FU-OV-1,0
34859,DB09073,CELL_DRUG,OV-90,0
34860,DB09073,CELL_DRUG,OVISE,0
34861,DB09073,CELL_DRUG,OVKATE,0
34862,DB09073,CELL_DRUG,OVMIU,0
34941,DB09073,CELL_DRUG,OV-56,0
34942,DB09073,CELL_DRUG,OVCA420,0
34943,DB09073,CELL_DRUG,PEO1,0
34968,DB07101,CELL_DRUG,SK-OV-3,0
34983,DB07101,CELL_DRUG,OVKATE,0
34989,DB07101,CELL_DRUG,OV-56,0
35186,DB00544,CELL_DRUG,OVCAR-3,0
35200,DB00544,CELL_DRUG,SK-OV-3,0
35202,DB00544,CELL_DRUG,IGROV-1,0
35203,DB00544,CELL_DRUG,OVCAR-5,0
35216,DB00544,CELL_DRUG,OVCAR-4,0
35217,DB00544,CELL_DRUG,OVCAR-8,0
35360,DB00544,CELL_DRUG,OC-314,0
35392,DB00544,CELL_DRUG,SW626,0
35410,DB00544,CELL_DRUG,OAW-42,0
35446,DB00544,CELL_DRUG,EFO-21,0
35472,DB00544,CELL_DRUG,OAW-28,0
35476,DB00544,CELL_DRUG,Caov-4,0
35500,DB00544,CELL_DRUG,FU-OV-1,0
35540,DB00544,CELL_DRUG,OV-90,0
35541,DB00544,CELL_DRUG,OVISE,0
35542,DB00544,CELL_DRUG,OVKATE,0
35543,DB00544,CELL_DRUG,OVMIU,0
35556,DB00544,CELL_DRUG,TOV-21G,0
35599,DB00544,CELL_DRUG,OVTOKO,0
35614,DB00544,CELL_DRUG,TOV-112D,0
35640,DB00544,CELL_DRUG,DOV13,0
35641,DB00544,CELL_DRUG,Hey,0
35642,DB00544,CELL_DRUG,OV-56,0
35643,DB00544,CELL_DRUG,OVCA420,0
35644,DB00544,CELL_DRUG,OVK-18,0
35645,DB00544,CELL_DRUG,PEO1,0
35793,DB01254,CELL_DRUG,Caov-4,0
35819,DB01254,CELL_DRUG,OV-90,0
35932,DB08865,CELL_DRUG,OVCAR-3,0
35946,DB08865,CELL_DRUG,SK-OV-3,0
35959,DB08865,CELL_DRUG,OVCAR-4,0
35960,DB08865,CELL_DRUG,OVCAR-8,0
36066,DB08865,CELL_DRUG,SW626,0
36083,DB08865,CELL_DRUG,OAW-42,0
36109,DB08865,CELL_DRUG,EFO-21,0
36134,DB08865,CELL_DRUG,OAW-28,0
36179,DB08865,CELL_DRUG,OV-90,0
36180,DB08865,CELL_DRUG,OVISE,0
36181,DB08865,CELL_DRUG,OVMIU,0
36191,DB08865,CELL_DRUG,TOV-21G,0
36223,DB08865,CELL_DRUG,OVTOKO,0
36243,DB08865,CELL_DRUG,Hey,0
36244,DB08865,CELL_DRUG,OV-56,0
36245,DB08865,CELL_DRUG,OVK-18,0
36246,DB08865,CELL_DRUG,PEO1,0
36314,DB00398,CELL_DRUG,SK-OV-3,0
36316,DB00398,CELL_DRUG,OVCAR-5,0
36380,DB00398,CELL_DRUG,SW626,0
36395,DB00398,CELL_DRUG,OAW-42,0
36409,DB00398,CELL_DRUG,EFO-21,0
36434,DB00398,CELL_DRUG,FU-OV-1,0
36449,DB00398,CELL_DRUG,OVKATE,0
36450,DB00398,CELL_DRUG,OVMIU,0
36457,DB00398,CELL_DRUG,TOV-21G,0
36480,DB00398,CELL_DRUG,OVTOKO,0
36493,DB00398,CELL_DRUG,OV-56,0
36494,DB00398,CELL_DRUG,OVCA420,0
36495,DB00398,CELL_DRUG,PEO1,0
36548,DB00762,CELL_DRUG,OVCAR-3,0
36557,DB00762,CELL_DRUG,SK-OV-3,0
36560,DB00762,CELL_DRUG,OVCAR-5,0
36569,DB00762,CELL_DRUG,OVCAR-4,0
36652,DB00762,CELL_DRUG,SW626,0
36684,DB00762,CELL_DRUG,EFO-21,0
36730,DB00762,CELL_DRUG,OV-90,0
36731,DB00762,CELL_DRUG,OVISE,0
36732,DB00762,CELL_DRUG,OVMIU,0
36738,DB00762,CELL_DRUG,TOV-21G,0
36768,DB00762,CELL_DRUG,OVTOKO,0
36784,DB00762,CELL_DRUG,OV-56,0
36785,DB00762,CELL_DRUG,PEO1,0
36816,DB00762,CELL_DRUG,FU-OV-1,0
36817,DB00762,CELL_DRUG,OVKATE,0
36825,DB00762,CELL_DRUG,OVCA420,0
36951,DB00526,CELL_DRUG,OVCAR-3,0
36965,DB00526,CELL_DRUG,SK-OV-3,0
36979,DB00526,CELL_DRUG,OVCAR-4,0
37090,DB00526,CELL_DRUG,OC-314,0
37115,DB00526,CELL_DRUG,SW626,0
37135,DB00526,CELL_DRUG,OAW-42,0
37168,DB00526,CELL_DRUG,EFO-21,0
37197,DB00526,CELL_DRUG,OAW-28,0
37202,DB00526,CELL_DRUG,Caov-4,0
37219,DB00526,CELL_DRUG,FU-OV-1,0
37255,DB00526,CELL_DRUG,OV-90,0
37256,DB00526,CELL_DRUG,OVISE,0
37257,DB00526,CELL_DRUG,OVKATE,0
37258,DB00526,CELL_DRUG,OVMIU,0
37314,DB00526,CELL_DRUG,OVTOKO,0
37328,DB00526,CELL_DRUG,TOV-112D,0
37343,DB00526,CELL_DRUG,DOV13,0
37344,DB00526,CELL_DRUG,Hey,0
37345,DB00526,CELL_DRUG,OV-56,0
37346,DB00526,CELL_DRUG,OVCA420,0
37347,DB00526,CELL_DRUG,PEO1,0
37423,DB00530,CELL_DRUG,OVCAR-5,0
37426,DB00530,CELL_DRUG,OVCAR-4,0
37506,DB00530,CELL_DRUG,SW626,0
37521,DB00530,CELL_DRUG,OAW-42,0
37541,DB00530,CELL_DRUG,EFO-21,0
37554,DB00530,CELL_DRUG,OAW-28,0
37569,DB00530,CELL_DRUG,FU-OV-1,0
37584,DB00530,CELL_DRUG,OV-90,0
37628,DB00530,CELL_DRUG,OV-56,0
37629,DB00530,CELL_DRUG,PEO1,0
37730,DB11793,CELL_DRUG,OVCAR-3,0
37752,DB11793,CELL_DRUG,SK-OV-3,0
37758,DB11793,CELL_DRUG,IGROV-1,0
37759,DB11793,CELL_DRUG,OVCAR-5,0
37773,DB11793,CELL_DRUG,OVCAR-4,0
37944,DB11793,CELL_DRUG,SW626,0
37969,DB11793,CELL_DRUG,OAW-42,0
38008,DB11793,CELL_DRUG,EFO-21,0
38040,DB11793,CELL_DRUG,OAW-28,0
38097,DB11793,CELL_DRUG,OV-90,0
38098,DB11793,CELL_DRUG,OVISE,0
38099,DB11793,CELL_DRUG,OVMIU,0
38110,DB11793,CELL_DRUG,TOV-21G,0
38150,DB11793,CELL_DRUG,OVTOKO,0
38162,DB11793,CELL_DRUG,TOV-112D,0
38180,DB11793,CELL_DRUG,Hey,0
38181,DB11793,CELL_DRUG,OV-56,0
38182,DB11793,CELL_DRUG,OVK-18,0
38183,DB11793,CELL_DRUG,PEO1,0
38248,DB11740,CELL_DRUG,OVKATE,0
38285,DB00441,CELL_DRUG,OVCAR-4,0
38344,DB00441,CELL_DRUG,FU-OV-1,0
38357,DB00441,CELL_DRUG,OVKATE,0
38375,DB00441,CELL_DRUG,OVTOKO,0
38519,DB00675,CELL_DRUG,OVCAR-3,0
38531,DB00675,CELL_DRUG,SK-OV-3,0
38535,DB00675,CELL_DRUG,OVCAR-5,0
38545,DB00675,CELL_DRUG,OVCAR-4,0
38546,DB00675,CELL_DRUG,OVCAR-8,0
38653,DB00675,CELL_DRUG,OC-314,0
38686,DB00675,CELL_DRUG,SW626,0
38710,DB00675,CELL_DRUG,OAW-42,0
38748,DB00675,CELL_DRUG,EFO-21,0
38772,DB00675,CELL_DRUG,OAW-28,0
38776,DB00675,CELL_DRUG,Caov-4,0
38793,DB00675,CELL_DRUG,FU-OV-1,0
38824,DB00675,CELL_DRUG,OV-90,0
38825,DB00675,CELL_DRUG,OVISE,0
38826,DB00675,CELL_DRUG,OVKATE,0
38827,DB00675,CELL_DRUG,OVMIU,0
38838,DB00675,CELL_DRUG,TOV-21G,0
38877,DB00675,CELL_DRUG,OVTOKO,0
38889,DB00675,CELL_DRUG,TOV-112D,0
38910,DB00675,CELL_DRUG,DOV13,0
38911,DB00675,CELL_DRUG,Hey,0
38912,DB00675,CELL_DRUG,OV-56,0
38913,DB00675,CELL_DRUG,OVCA420,0
38914,DB00675,CELL_DRUG,PEO1,0
39020,DB00947,CELL_DRUG,SK-OV-3,0
39024,DB00947,CELL_DRUG,IGROV-1,0
39025,DB00947,CELL_DRUG,OVCAR-5,0
39035,DB00947,CELL_DRUG,OVCAR-4,0
39125,DB00947,CELL_DRUG,SW626,0
39164,DB00947,CELL_DRUG,EFO-21,0
39181,DB00947,CELL_DRUG,OAW-28,0
39183,DB00947,CELL_DRUG,Caov-4,0
39192,DB00947,CELL_DRUG,FU-OV-1,0
39216,DB00947,CELL_DRUG,OV-90,0
39217,DB00947,CELL_DRUG,OVISE,0
39218,DB00947,CELL_DRUG,OVKATE,0
39219,DB00947,CELL_DRUG,OVMIU,0
39227,DB00947,CELL_DRUG,TOV-21G,0
39254,DB00947,CELL_DRUG,OVTOKO,0
39271,DB00947,CELL_DRUG,Hey,0
39272,DB00947,CELL_DRUG,OV-56,0
39273,DB00947,CELL_DRUG,OVCA420,0
39363,DB11760,CELL_DRUG,OVCAR-3,0
39377,DB11760,CELL_DRUG,SK-OV-3,0
39382,DB11760,CELL_DRUG,OVCAR-5,0
39390,DB11760,CELL_DRUG,OVCAR-4,0
39512,DB11760,CELL_DRUG,SW626,0
39556,DB11760,CELL_DRUG,EFO-21,0
39593,DB11760,CELL_DRUG,FU-OV-1,0
39620,DB11760,CELL_DRUG,OV-90,0
39621,DB11760,CELL_DRUG,OVISE,0
39622,DB11760,CELL_DRUG,OVKATE,0
39623,DB11760,CELL_DRUG,OVMIU,0
39633,DB11760,CELL_DRUG,TOV-21G,0
39668,DB11760,CELL_DRUG,OVTOKO,0
39690,DB11760,CELL_DRUG,Hey,0
39691,DB11760,CELL_DRUG,OV-56,0
39692,DB11760,CELL_DRUG,OVCA420,0
39693,DB11760,CELL_DRUG,PEO1,0
39756,DB08911,CELL_DRUG,OV-56,0
39953,DB08912,CELL_DRUG,OVCAR-3,0
39966,DB08912,CELL_DRUG,SK-OV-3,0
39969,DB08912,CELL_DRUG,IGROV-1,0
39970,DB08912,CELL_DRUG,OVCAR-5,0
39978,DB08912,CELL_DRUG,OVCAR-4,0
39979,DB08912,CELL_DRUG,OVCAR-8,0
40132,DB08912,CELL_DRUG,SW626,0
40151,DB08912,CELL_DRUG,OAW-42,0
40193,DB08912,CELL_DRUG,EFO-21,0
40216,DB08912,CELL_DRUG,OAW-28,0
40220,DB08912,CELL_DRUG,Caov-4,0
40242,DB08912,CELL_DRUG,FU-OV-1,0
40276,DB08912,CELL_DRUG,OVISE,0
40277,DB08912,CELL_DRUG,OVKATE,0
40278,DB08912,CELL_DRUG,OVMIU,0
40340,DB08912,CELL_DRUG,TOV-112D,0
40362,DB08912,CELL_DRUG,DOV13,0
40363,DB08912,CELL_DRUG,OV-56,0
40364,DB08912,CELL_DRUG,OVCA420,0
40365,DB08912,CELL_DRUG,PEO1,0
40547,DB00853,CELL_DRUG,OVCAR-3,0
40565,DB00853,CELL_DRUG,SK-OV-3,0
40570,DB00853,CELL_DRUG,IGROV-1,0
40571,DB00853,CELL_DRUG,OVCAR-5,0
40585,DB00853,CELL_DRUG,OVCAR-4,0
40586,DB00853,CELL_DRUG,OVCAR-8,0
40757,DB00853,CELL_DRUG,OC-314,0
40799,DB00853,CELL_DRUG,SW626,0
40827,DB00853,CELL_DRUG,OAW-42,0
40879,DB00853,CELL_DRUG,EFO-21,0
40911,DB00853,CELL_DRUG,OAW-28,0
40915,DB00853,CELL_DRUG,Caov-4,0
40943,DB00853,CELL_DRUG,FU-OV-1,0
40980,DB00853,CELL_DRUG,OV-90,0
40981,DB00853,CELL_DRUG,OVISE,0
40982,DB00853,CELL_DRUG,OVKATE,0
40983,DB00853,CELL_DRUG,OVMIU,0
40996,DB00853,CELL_DRUG,TOV-21G,0
41041,DB00853,CELL_DRUG,OVTOKO,0
41055,DB00853,CELL_DRUG,TOV-112D,0
41092,DB00853,CELL_DRUG,DOV13,0
41093,DB00853,CELL_DRUG,Hey,0
41094,DB00853,CELL_DRUG,OV-56,0
41095,DB00853,CELL_DRUG,OVCA420,0
41096,DB00853,CELL_DRUG,PEO1,0
41230,DB08877,CELL_DRUG,OVCAR-3,0
41253,DB08877,CELL_DRUG,SK-OV-3,0
41259,DB08877,CELL_DRUG,IGROV-1,0
41260,DB08877,CELL_DRUG,OVCAR-5,0
41276,DB08877,CELL_DRUG,OVCAR-4,0
41277,DB08877,CELL_DRUG,OVCAR-8,0
41485,DB08877,CELL_DRUG,SW626,0
41512,DB08877,CELL_DRUG,OAW-42,0
41561,DB08877,CELL_DRUG,EFO-21,0
41592,DB08877,CELL_DRUG,OAW-28,0
41666,DB08877,CELL_DRUG,OV-90,0
41667,DB08877,CELL_DRUG,OVISE,0
41668,DB08877,CELL_DRUG,OVMIU,0
41680,DB08877,CELL_DRUG,TOV-21G,0
41726,DB08877,CELL_DRUG,OVTOKO,0
41739,DB08877,CELL_DRUG,TOV-112D,0
41771,DB08877,CELL_DRUG,DOV13,0
41772,DB08877,CELL_DRUG,Hey,0
41773,DB08877,CELL_DRUG,OV-56,0
41774,DB08877,CELL_DRUG,OVK-18,0
41775,DB08877,CELL_DRUG,PEO1,0
41888,DB06075,CELL_DRUG,OVCAR-3,0
41908,DB06075,CELL_DRUG,SK-OV-3,0
41911,DB06075,CELL_DRUG,IGROV-1,0
41912,DB06075,CELL_DRUG,OVCAR-5,0
41927,DB06075,CELL_DRUG,OVCAR-4,0
41928,DB06075,CELL_DRUG,OVCAR-8,0
42086,DB06075,CELL_DRUG,SW626,0
42111,DB06075,CELL_DRUG,OAW-42,0
42149,DB06075,CELL_DRUG,EFO-21,0
42175,DB06075,CELL_DRUG,OAW-28,0
42231,DB06075,CELL_DRUG,OV-90,0
42232,DB06075,CELL_DRUG,OVISE,0
42233,DB06075,CELL_DRUG,OVMIU,0
42242,DB06075,CELL_DRUG,TOV-21G,0
42279,DB06075,CELL_DRUG,OVTOKO,0
42291,DB06075,CELL_DRUG,TOV-112D,0
42311,DB06075,CELL_DRUG,DOV13,0
42312,DB06075,CELL_DRUG,Hey,0
42313,DB06075,CELL_DRUG,OV-56,0
42314,DB06075,CELL_DRUG,OVK-18,0
42315,DB06075,CELL_DRUG,PEO1,0
42358,DB06075,CELL_DRUG,OC-314,0
42372,DB06075,CELL_DRUG,Caov-4,0
42374,DB06075,CELL_DRUG,FU-OV-1,0
42376,DB06075,CELL_DRUG,OVKATE,0
42389,DB06075,CELL_DRUG,OVCA420,0
42530,DB00531,CELL_DRUG,OVCAR-3,0
42551,DB00531,CELL_DRUG,SK-OV-3,0
42558,DB00531,CELL_DRUG,IGROV-1,0
42559,DB00531,CELL_DRUG,OVCAR-5,0
42572,DB00531,CELL_DRUG,OVCAR-4,0
42573,DB00531,CELL_DRUG,OVCAR-8,0
42767,DB00531,CELL_DRUG,OC-314,0
42810,DB00531,CELL_DRUG,SW626,0
42838,DB00531,CELL_DRUG,OAW-42,0
42898,DB00531,CELL_DRUG,EFO-21,0
42935,DB00531,CELL_DRUG,OAW-28,0
42940,DB00531,CELL_DRUG,Caov-4,0
42971,DB00531,CELL_DRUG,FU-OV-1,0
43010,DB00531,CELL_DRUG,OV-90,0
43011,DB00531,CELL_DRUG,OVISE,0
43012,DB00531,CELL_DRUG,OVKATE,0
43013,DB00531,CELL_DRUG,OVMIU,0
43026,DB00531,CELL_DRUG,TOV-21G,0
43075,DB00531,CELL_DRUG,OVTOKO,0
43089,DB00531,CELL_DRUG,TOV-112D,0
43128,DB00531,CELL_DRUG,DOV13,0
43129,DB00531,CELL_DRUG,Hey,0
43130,DB00531,CELL_DRUG,OV-56,0
43131,DB00531,CELL_DRUG,OVCA420,0
43132,DB00531,CELL_DRUG,PEO1,0
43225,DB01259,CELL_DRUG,OVCAR-3,0
43235,DB01259,CELL_DRUG,OVCAR-5,0
43244,DB01259,CELL_DRUG,OVCAR-4,0
43343,DB01259,CELL_DRUG,SW626,0
43361,DB01259,CELL_DRUG,OAW-42,0
43381,DB01259,CELL_DRUG,EFO-21,0
43400,DB01259,CELL_DRUG,OAW-28,0
43416,DB01259,CELL_DRUG,FU-OV-1,0
43436,DB01259,CELL_DRUG,OV-90,0
43437,DB01259,CELL_DRUG,OVISE,0
43438,DB01259,CELL_DRUG,OVKATE,0
43447,DB01259,CELL_DRUG,TOV-21G,0
43475,DB01259,CELL_DRUG,TOV-112D,0
43493,DB01259,CELL_DRUG,Hey,0
43494,DB01259,CELL_DRUG,OV-56,0
43495,DB01259,CELL_DRUG,PEO1,0
43590,DB12015,CELL_DRUG,OVCAR-3,0
43604,DB12015,CELL_DRUG,SK-OV-3,0
43623,DB12015,CELL_DRUG,OVCAR-4,0
43624,DB12015,CELL_DRUG,OVCAR-8,0
43756,DB12015,CELL_DRUG,OC-314,0
43782,DB12015,CELL_DRUG,SW626,0
43837,DB12015,CELL_DRUG,EFO-21,0
43861,DB12015,CELL_DRUG,OAW-28,0
43865,DB12015,CELL_DRUG,Caov-4,0
43878,DB12015,CELL_DRUG,FU-OV-1,0
43911,DB12015,CELL_DRUG,OV-90,0
43912,DB12015,CELL_DRUG,OVKATE,0
43913,DB12015,CELL_DRUG,OVMIU,0
43924,DB12015,CELL_DRUG,TOV-21G,0
43963,DB12015,CELL_DRUG,OVTOKO,0
43975,DB12015,CELL_DRUG,TOV-112D,0
43999,DB12015,CELL_DRUG,Hey,0
44000,DB12015,CELL_DRUG,OV-56,0
44001,DB12015,CELL_DRUG,OVK-18,0
44002,DB12015,CELL_DRUG,PEO1,0
44139,DB01097,CELL_DRUG,OVCAR-3,0
44162,DB01097,CELL_DRUG,SK-OV-3,0
44168,DB01097,CELL_DRUG,IGROV-1,0
44169,DB01097,CELL_DRUG,OVCAR-5,0
44185,DB01097,CELL_DRUG,OVCAR-4,0
44186,DB01097,CELL_DRUG,OVCAR-8,0
44411,DB01097,CELL_DRUG,SW626,0
44438,DB01097,CELL_DRUG,OAW-42,0
44492,DB01097,CELL_DRUG,EFO-21,0
44524,DB01097,CELL_DRUG,OAW-28,0
44598,DB01097,CELL_DRUG,OV-90,0
44599,DB01097,CELL_DRUG,OVISE,0
44600,DB01097,CELL_DRUG,OVMIU,0
44612,DB01097,CELL_DRUG,TOV-21G,0
44660,DB01097,CELL_DRUG,OVTOKO,0
44673,DB01097,CELL_DRUG,TOV-112D,0
44706,DB01097,CELL_DRUG,DOV13,0
44707,DB01097,CELL_DRUG,Hey,0
44708,DB01097,CELL_DRUG,OV-56,0
44709,DB01097,CELL_DRUG,OVK-18,0
44710,DB01097,CELL_DRUG,PEO1,0
44875,DB11689,CELL_DRUG,OVCAR-3,0
44892,DB11689,CELL_DRUG,SK-OV-3,0
44904,DB11689,CELL_DRUG,OVCAR-4,0
44905,DB11689,CELL_DRUG,OVCAR-8,0
45087,DB11689,CELL_DRUG,OAW-42,0
45131,DB11689,CELL_DRUG,EFO-21,0
45156,DB11689,CELL_DRUG,OAW-28,0
45206,DB11689,CELL_DRUG,OVISE,0
45207,DB11689,CELL_DRUG,OVMIU,0
45215,DB11689,CELL_DRUG,TOV-21G,0
45251,DB11689,CELL_DRUG,OVTOKO,0
45258,DB11689,CELL_DRUG,TOV-112D,0
45284,DB11689,CELL_DRUG,DOV13,0
45285,DB11689,CELL_DRUG,OV-56,0
45286,DB11689,CELL_DRUG,OVK-18,0
45287,DB11689,CELL_DRUG,PEO1,0
45401,DB09053,CELL_DRUG,OVCAR-3,0
45423,DB09053,CELL_DRUG,SK-OV-3,0
45428,DB09053,CELL_DRUG,OVCAR-5,0
45443,DB09053,CELL_DRUG,OVCAR-4,0
45444,DB09053,CELL_DRUG,OVCAR-8,0
45615,DB09053,CELL_DRUG,SW626,0
45638,DB09053,CELL_DRUG,OAW-42,0
45680,DB09053,CELL_DRUG,EFO-21,0
45706,DB09053,CELL_DRUG,OAW-28,0
45771,DB09053,CELL_DRUG,OV-90,0
45772,DB09053,CELL_DRUG,OVISE,0
45783,DB09053,CELL_DRUG,TOV-21G,0
45820,DB09053,CELL_DRUG,OVTOKO,0
45828,DB09053,CELL_DRUG,TOV-112D,0
45853,DB09053,CELL_DRUG,DOV13,0
45854,DB09053,CELL_DRUG,Hey,0
45855,DB09053,CELL_DRUG,OV-56,0
45856,DB09053,CELL_DRUG,OVK-18,0
45857,DB09053,CELL_DRUG,PEO1,0
45976,DB00399,CELL_DRUG,OVCAR-3,0
45997,DB00399,CELL_DRUG,SK-OV-3,0
46002,DB00399,CELL_DRUG,IGROV-1,0
46003,DB00399,CELL_DRUG,OVCAR-5,0
46017,DB00399,CELL_DRUG,OVCAR-4,0
46187,DB00399,CELL_DRUG,SW626,0
46207,DB00399,CELL_DRUG,OAW-42,0
46249,DB00399,CELL_DRUG,EFO-21,0
46276,DB00399,CELL_DRUG,OAW-28,0
46336,DB00399,CELL_DRUG,OV-90,0
46337,DB00399,CELL_DRUG,OVISE,0
46338,DB00399,CELL_DRUG,OVMIU,0
46349,DB00399,CELL_DRUG,TOV-21G,0
46391,DB00399,CELL_DRUG,OVTOKO,0
46423,DB00399,CELL_DRUG,DOV13,0
46424,DB00399,CELL_DRUG,Hey,0
46425,DB00399,CELL_DRUG,OV-56,0
46426,DB00399,CELL_DRUG,OVCA420,0
46427,DB00399,CELL_DRUG,OVK-18,0
46428,DB00399,CELL_DRUG,PEO1,0
46477,DB00526,CELL_DRUG,IGROV-1,0
46478,DB00526,CELL_DRUG,OVCAR-5,0
46482,DB00526,CELL_DRUG,OVCAR-8,0
46581,DB00526,CELL_DRUG,OVK-18,0
46789,DB00997,CELL_DRUG,SK-OV-3,1
46794,DB00997,CELL_DRUG,OVCAR-8,1
46876,DB00997,CELL_DRUG,TOV-112D,1
47305,DB11752,CELL_DRUG,OC-314,1
47323,DB11752,CELL_DRUG,SW626,1
47380,DB11752,CELL_DRUG,OAW-28,1
47406,DB11752,CELL_DRUG,OV-90,1
47573,DB00262,CELL_DRUG,OVCAR-3,0
47596,DB00262,CELL_DRUG,SK-OV-3,0
47603,DB00262,CELL_DRUG,IGROV-1,0
47604,DB00262,CELL_DRUG,OVCAR-5,0
47620,DB00262,CELL_DRUG,OVCAR-4,0
47621,DB00262,CELL_DRUG,OVCAR-8,0
47848,DB00262,CELL_DRUG,SW626,0
47875,DB00262,CELL_DRUG,OAW-42,0
47931,DB00262,CELL_DRUG,EFO-21,0
47963,DB00262,CELL_DRUG,OAW-28,0
48037,DB00262,CELL_DRUG,OV-90,0
