,head,relation,tail,label
5941,DB00188,CELL_DRUG,Hey,1
5942,DB00188,CELL_DRUG,OV-56,1
5943,DB00188,CELL_DRUG,OVCA420,1
5944,DB00188,CELL_DRUG,PEO1,1
6023,DB12731,CELL_DRUG,SK-OV-3,1
6027,DB12731,CELL_DRUG,OVCAR-5,1
6113,DB12731,CELL_DRUG,OC-314,1
6176,DB12731,CELL_DRUG,EFO-21,1
6230,DB12731,CELL_DRUG,OV-90,1
6231,DB12731,CELL_DRUG,OVMIU,1
6263,DB12731,CELL_DRUG,DOV13,1
6264,DB12731,CELL_DRUG,PEO1,1
6307,DB08911,CELL_DRUG,IGROV-1,1
6340,DB08911,CELL_DRUG,Caov-4,1
6343,DB08911,CELL_DRUG,OV-90,1
6354,DB08911,CELL_DRUG,Hey,1
6593,DB00970,CELL_DRUG,IGROV-1,1
6600,DB00970,CELL_DRUG,OVCAR-8,1
6771,DB00970,CELL_DRUG,TOV-21G,1
6779,DB00970,CELL_DRUG,OVTOKO,1
6805,DB00970,CELL_DRUG,DOV13,1
6806,DB00970,CELL_DRUG,OVK-18,1
6856,DB00541,CELL_DRUG,OVCAR-3,1
6871,DB00541,CELL_DRUG,OVCAR-8,1
7033,DB00541,CELL_DRUG,TOV-21G,1
7041,DB00541,CELL_DRUG,TOV-112D,1
7073,DB00541,CELL_DRUG,OVK-18,1
7199,DB00970,CELL_DRUG,OVCAR-3,1
7211,DB00970,CELL_DRUG,SK-OV-3,1
7214,DB00970,CELL_DRUG,OVCAR-5,1
7221,DB00970,CELL_DRUG,OVCAR-4,1
7316,DB00970,CELL_DRUG,OC-314,1
7395,DB00970,CELL_DRUG,OAW-28,1
7400,DB00970,CELL_DRUG,Caov-4,1
7442,DB00970,CELL_DRUG,OV-90,1
7443,DB00970,CELL_DRUG,OVISE,1
7444,DB00970,CELL_DRUG,OVMIU,1
7495,DB00970,CELL_DRUG,TOV-112D,1
7513,DB00970,CELL_DRUG,Hey,1
7514,DB00970,CELL_DRUG,OV-56,1
7515,DB00970,CELL_DRUG,OVCA420,1
7640,DB00361,CELL_DRUG,IGROV-1,1
7645,DB00361,CELL_DRUG,OVCAR-8,1
7756,DB00361,CELL_DRUG,OC-314,1
7888,DB00361,CELL_DRUG,TOV-112D,1
7922,DB00361,CELL_DRUG,DOV13,1
7923,DB00361,CELL_DRUG,Hey,1
7924,DB00361,CELL_DRUG,PEO1,1
8186,DB00619,CELL_DRUG,OVCAR-4,0
8832,DB06195,CELL_DRUG,OVCAR-4,0
9140,DB00773,CELL_DRUG,OVCAR-3,0
9247,DB00773,CELL_DRUG,Caov-4,0
9267,DB00773,CELL_DRUG,OVKATE,0
9313,DB00305,CELL_DRUG,FU-OV-1,0
9361,DB01128,CELL_DRUG,OVCAR-4,0
9430,DB01128,CELL_DRUG,EFO-21,0
9444,DB01128,CELL_DRUG,OAW-28,0
9448,DB01128,CELL_DRUG,Caov-4,0
9459,DB01128,CELL_DRUG,OV-90,0
9460,DB01128,CELL_DRUG,OVISE,0
9461,DB01128,CELL_DRUG,OVKATE,0
9479,DB01128,CELL_DRUG,OVTOKO,0
9593,DB00544,CELL_DRUG,JHOS-2,0
9594,DB00544,CELL_DRUG,JHOS-3,0
9595,DB00544,CELL_DRUG,OV-7,0
9596,DB00544,CELL_DRUG,OV-17R,0
9597,DB00544,CELL_DRUG,OVCA433,0
9598,DB00544,CELL_DRUG,UWB1.289,0
9627,DB06075,CELL_DRUG,Caov-3,0
9771,DB00307,CELL_DRUG,OVCAR-3,0
9791,DB00307,CELL_DRUG,OVCAR-5,0
9804,DB00307,CELL_DRUG,OVCAR-4,0
9805,DB00307,CELL_DRUG,OVCAR-8,0
9827,DB00307,CELL_DRUG,Caov-3,0
9956,DB00307,CELL_DRUG,OC-314,0
9990,DB00307,CELL_DRUG,SW626,0
10049,DB00307,CELL_DRUG,EFO-21,0
10076,DB00307,CELL_DRUG,OAW-28,0
10083,DB00307,CELL_DRUG,Caov-4,0
10109,DB00307,CELL_DRUG,FU-OV-1,0
10140,DB00307,CELL_DRUG,OV-90,0
10141,DB00307,CELL_DRUG,OVISE,0
10142,DB00307,CELL_DRUG,OVMIU,0
10153,DB00307,CELL_DRUG,TOV-21G,0
10293,DB00290,CELL_DRUG,OVCAR-3,0
10430,DB00290,CELL_DRUG,Caov-4,0
10441,DB00290,CELL_DRUG,FU-OV-1,0
10460,DB00290,CELL_DRUG,OVKATE,0
10466,DB00290,CELL_DRUG,TOV-21G,0
10668,DB00914,CELL_DRUG,OVCAR-3,0
10689,DB00914,CELL_DRUG,SK-OV-3,0
10697,DB00914,CELL_DRUG,OVCAR-5,0
10716,DB00914,CELL_DRUG,OVCAR-4,0
10717,DB00914,CELL_DRUG,OVCAR-8,0
10744,DB00914,CELL_DRUG,Caov-3,0
10934,DB00914,CELL_DRUG,OC-314,0
10986,DB00914,CELL_DRUG,SW626,0
11019,DB00914,CELL_DRUG,OAW-42,0
11085,DB00914,CELL_DRUG,EFO-21,0
11125,DB00914,CELL_DRUG,OAW-28,0
11170,DB00914,CELL_DRUG,FU-OV-1,0
11219,DB00914,CELL_DRUG,OV-90,0
11220,DB00914,CELL_DRUG,OVISE,0
11221,DB00914,CELL_DRUG,OVKATE,0
11222,DB00914,CELL_DRUG,OVMIU,0
11240,DB00914,CELL_DRUG,TOV-21G,0
11309,DB00914,CELL_DRUG,OVTOKO,0
11325,DB00914,CELL_DRUG,TOV-112D,0
11371,DB00914,CELL_DRUG,DOV13,0
11372,DB00914,CELL_DRUG,Hey,0
11373,DB00914,CELL_DRUG,JHOS-2,0
11374,DB00914,CELL_DRUG,JHOS-3,0
11375,DB00914,CELL_DRUG,OV-7,0
11376,DB00914,CELL_DRUG,OV-17R,0
11377,DB00914,CELL_DRUG,OV-56,0
11378,DB00914,CELL_DRUG,OVCA420,0
11379,DB00914,CELL_DRUG,OVCA433,0
11380,DB00914,CELL_DRUG,OVK-18,0
11381,DB00914,CELL_DRUG,PEO1,0
11382,DB00914,CELL_DRUG,UWB1.289,0
11530,DB06589,CELL_DRUG,OVCAR-5,0
11539,DB06589,CELL_DRUG,OVCAR-8,0
11555,DB06589,CELL_DRUG,Caov-3,0
11687,DB06589,CELL_DRUG,SW626,0
11710,DB06589,CELL_DRUG,OAW-42,0
11744,DB06589,CELL_DRUG,EFO-21,0
11766,DB06589,CELL_DRUG,OAW-28,0
11771,DB06589,CELL_DRUG,Caov-4,0
11796,DB06589,CELL_DRUG,FU-OV-1,0
11824,DB06589,CELL_DRUG,OVISE,0
11825,DB06589,CELL_DRUG,OVKATE,0
11826,DB06589,CELL_DRUG,OVMIU,0
11838,DB06589,CELL_DRUG,TOV-21G,0
11871,DB06589,CELL_DRUG,OVTOKO,0
11952,DB04960,CELL_DRUG,Caov-3,0
12045,DB04960,CELL_DRUG,OVKATE,0
12049,DB04960,CELL_DRUG,TOV-21G,0
12123,DB08877,CELL_DRUG,Caov-3,0
12200,DB08877,CELL_DRUG,JHOS-2,0
12201,DB08877,CELL_DRUG,JHOS-3,0
12202,DB08877,CELL_DRUG,OV-7,0
12203,DB08877,CELL_DRUG,OV-17R,0
12204,DB08877,CELL_DRUG,OVCA433,0
12205,DB08877,CELL_DRUG,UWB1.289,0
12238,DB08142,CELL_DRUG,OVCAR-3,0
12331,DB08142,CELL_DRUG,DOV13,0
12332,DB08142,CELL_DRUG,JHOS-2,0
12333,DB08142,CELL_DRUG,OV-17R,0
12334,DB08142,CELL_DRUG,OVCA420,0
12335,DB08142,CELL_DRUG,OVCA433,0
12336,DB08142,CELL_DRUG,OVK-18,0
12485,DB04769,CELL_DRUG,OVCAR-3,0
12493,DB04769,CELL_DRUG,SK-OV-3,0
12660,DB04769,CELL_DRUG,EFO-21,0
12727,DB04769,CELL_DRUG,OVKATE,0
12733,DB04769,CELL_DRUG,TOV-21G,0
12760,DB04769,CELL_DRUG,OVTOKO,0
12778,DB04769,CELL_DRUG,DOV13,0
12779,DB04769,CELL_DRUG,Hey,0
12780,DB04769,CELL_DRUG,JHOS-2,0
12781,DB04769,CELL_DRUG,JHOS-3,0
12782,DB04769,CELL_DRUG,OV-17R,0
12783,DB04769,CELL_DRUG,OV-56,0
12784,DB04769,CELL_DRUG,OVCA420,0
12785,DB04769,CELL_DRUG,OVCA433,0
12786,DB04769,CELL_DRUG,OVK-18,0
12787,DB04769,CELL_DRUG,UWB1.289,0
12973,DB06486,CELL_DRUG,OVCAR-3,0
13002,DB06486,CELL_DRUG,Caov-3,0
13131,DB06486,CELL_DRUG,OAW-42,0
13212,DB06486,CELL_DRUG,FU-OV-1,0
13235,DB06486,CELL_DRUG,OVISE,0
13292,DB06486,CELL_DRUG,DOV13,0
13293,DB06486,CELL_DRUG,Hey,0
13294,DB06486,CELL_DRUG,OVCA420,0
13295,DB06486,CELL_DRUG,OVK-18,0
13296,DB06486,CELL_DRUG,PEO1,0
13297,DB06486,CELL_DRUG,UWB1.289,0
13358,DB09054,CELL_DRUG,OC-314,0
13431,DB09054,CELL_DRUG,TOV-112D,0
13566,DB09054,CELL_DRUG,OVCAR-3,0
13581,DB09054,CELL_DRUG,SK-OV-3,0
13586,DB09054,CELL_DRUG,OVCAR-5,0
13600,DB09054,CELL_DRUG,OVCAR-4,0
13601,DB09054,CELL_DRUG,OVCAR-8,0
13620,DB09054,CELL_DRUG,Caov-3,0
13800,DB09054,CELL_DRUG,SW626,0
13825,DB09054,CELL_DRUG,OAW-42,0
13871,DB09054,CELL_DRUG,EFO-21,0
13905,DB09054,CELL_DRUG,OAW-28,0
13914,DB09054,CELL_DRUG,Caov-4,0
13945,DB09054,CELL_DRUG,FU-OV-1,0
13981,DB09054,CELL_DRUG,OV-90,0
13982,DB09054,CELL_DRUG,OVISE,0
13983,DB09054,CELL_DRUG,OVKATE,0
13984,DB09054,CELL_DRUG,OVMIU,0
14033,DB09054,CELL_DRUG,OVTOKO,0
14070,DB09054,CELL_DRUG,DOV13,0
14071,DB09054,CELL_DRUG,Hey,0
14072,DB09054,CELL_DRUG,JHOS-2,0
14073,DB09054,CELL_DRUG,JHOS-3,0
14074,DB09054,CELL_DRUG,OV-7,0
14075,DB09054,CELL_DRUG,OV-17R,0
14076,DB09054,CELL_DRUG,OV-56,0
14077,DB09054,CELL_DRUG,OVCA420,0
14078,DB09054,CELL_DRUG,OVCA433,0
14079,DB09054,CELL_DRUG,OVK-18,0
14080,DB09054,CELL_DRUG,PEO1,0
14081,DB09054,CELL_DRUG,UWB1.289,0
14170,DB08875,CELL_DRUG,OVCAR-3,0
14183,DB08875,CELL_DRUG,SK-OV-3,0
14187,DB08875,CELL_DRUG,OVCAR-5,0
14195,DB08875,CELL_DRUG,OVCAR-4,0
14282,DB08875,CELL_DRUG,OC-314,0
14318,DB08875,CELL_DRUG,OAW-42,0
14342,DB08875,CELL_DRUG,EFO-21,0
14391,DB08875,CELL_DRUG,OV-90,0
14392,DB08875,CELL_DRUG,OVISE,0
14402,DB08875,CELL_DRUG,TOV-21G,0
14441,DB08875,CELL_DRUG,OVTOKO,0
14463,DB08875,CELL_DRUG,JHOS-3,0
14464,DB08875,CELL_DRUG,OVK-18,0
14488,DB12874,CELL_DRUG,OVCAR-5,0
14529,DB12874,CELL_DRUG,OAW-42,0
14556,DB12874,CELL_DRUG,OVISE,0
14572,DB12874,CELL_DRUG,OV-17R,0
14573,DB12874,CELL_DRUG,OVCA420,0
14574,DB12874,CELL_DRUG,UWB1.289,0
14739,DB07794,CELL_DRUG,OVCAR-3,0
14762,DB07794,CELL_DRUG,SK-OV-3,0
14770,DB07794,CELL_DRUG,OVCAR-5,0
14788,DB07794,CELL_DRUG,OVCAR-4,0
14789,DB07794,CELL_DRUG,OVCAR-8,0
14817,DB07794,CELL_DRUG,Caov-3,0
15006,DB07794,CELL_DRUG,OC-314,0
15057,DB07794,CELL_DRUG,SW626,0
15091,DB07794,CELL_DRUG,OAW-42,0
15154,DB07794,CELL_DRUG,EFO-21,0
15196,DB07794,CELL_DRUG,OAW-28,0
15208,DB07794,CELL_DRUG,Caov-4,0
15242,DB07794,CELL_DRUG,FU-OV-1,0
15292,DB07794,CELL_DRUG,OV-90,0
15293,DB07794,CELL_DRUG,OVISE,0
15294,DB07794,CELL_DRUG,OVKATE,0
15295,DB07794,CELL_DRUG,OVMIU,0
15312,DB07794,CELL_DRUG,TOV-21G,0
15378,DB07794,CELL_DRUG,OVTOKO,0
15394,DB07794,CELL_DRUG,TOV-112D,0
15439,DB07794,CELL_DRUG,DOV13,0
15440,DB07794,CELL_DRUG,Hey,0
15441,DB07794,CELL_DRUG,JHOS-2,0
15442,DB07794,CELL_DRUG,JHOS-3,0
15443,DB07794,CELL_DRUG,OV-7,0
15444,DB07794,CELL_DRUG,OV-17R,0
15445,DB07794,CELL_DRUG,OV-56,0
15446,DB07794,CELL_DRUG,OVCA420,0
15447,DB07794,CELL_DRUG,OVCA433,0
15448,DB07794,CELL_DRUG,OVK-18,0
15449,DB07794,CELL_DRUG,PEO1,0
15450,DB07794,CELL_DRUG,UWB1.289,0
15491,DB05015,CELL_DRUG,OVCAR-3,0
15544,DB05015,CELL_DRUG,DOV13,0
15545,DB05015,CELL_DRUG,OVK-18,0
15623,DB06080,CELL_DRUG,OAW-28,0
15626,DB06080,CELL_DRUG,Caov-4,0
15631,DB06080,CELL_DRUG,FU-OV-1,0
15637,DB06080,CELL_DRUG,OVKATE,0
15652,DB06080,CELL_DRUG,OV-7,0
15653,DB06080,CELL_DRUG,OVCA420,0
15654,DB06080,CELL_DRUG,UWB1.289,0
15788,DB11363,CELL_DRUG,OVCAR-3,0
15807,DB11363,CELL_DRUG,SK-OV-3,0
15812,DB11363,CELL_DRUG,OVCAR-5,0
15829,DB11363,CELL_DRUG,OVCAR-4,0
15830,DB11363,CELL_DRUG,OVCAR-8,0
15853,DB11363,CELL_DRUG,Caov-3,0
16005,DB11363,CELL_DRUG,OC-314,0
16043,DB11363,CELL_DRUG,SW626,0
16072,DB11363,CELL_DRUG,OAW-42,0
16128,DB11363,CELL_DRUG,EFO-21,0
16167,DB11363,CELL_DRUG,OAW-28,0
16177,DB11363,CELL_DRUG,Caov-4,0
16201,DB11363,CELL_DRUG,FU-OV-1,0
16245,DB11363,CELL_DRUG,OV-90,0
16246,DB11363,CELL_DRUG,OVISE,0
16247,DB11363,CELL_DRUG,OVKATE,0
16248,DB11363,CELL_DRUG,OVMIU,0
16264,DB11363,CELL_DRUG,TOV-21G,0
16325,DB11363,CELL_DRUG,OVTOKO,0
16341,DB11363,CELL_DRUG,TOV-112D,0
16371,DB11363,CELL_DRUG,DOV13,0
16372,DB11363,CELL_DRUG,Hey,0
16373,DB11363,CELL_DRUG,JHOS-2,0
16374,DB11363,CELL_DRUG,JHOS-3,0
16375,DB11363,CELL_DRUG,OV-17R,0
16376,DB11363,CELL_DRUG,OVCA420,0
16377,DB11363,CELL_DRUG,OVCA433,0
16378,DB11363,CELL_DRUG,OVK-18,0
16379,DB11363,CELL_DRUG,PEO1,0
16380,DB11363,CELL_DRUG,UWB1.289,0
16451,DB05524,CELL_DRUG,OVCAR-3,0
16574,DB05524,CELL_DRUG,Caov-4,0
16598,DB05524,CELL_DRUG,OVKATE,0
16639,DB05524,CELL_DRUG,DOV13,0
16640,DB05524,CELL_DRUG,OV-56,0
16641,DB05524,CELL_DRUG,OVCA433,0
16642,DB05524,CELL_DRUG,OVK-18,0
16643,DB05524,CELL_DRUG,PEO1,0
16773,DB12742,CELL_DRUG,OVCAR-3,0
16791,DB12742,CELL_DRUG,SK-OV-3,0
16797,DB12742,CELL_DRUG,OVCAR-5,0
16813,DB12742,CELL_DRUG,OVCAR-4,0
16832,DB12742,CELL_DRUG,Caov-3,0
16965,DB12742,CELL_DRUG,OC-314,0
17080,DB12742,CELL_DRUG,EFO-21,0
17114,DB12742,CELL_DRUG,OAW-28,0
17142,DB12742,CELL_DRUG,FU-OV-1,0
17180,DB12742,CELL_DRUG,OV-90,0
17181,DB12742,CELL_DRUG,OVISE,0
17182,DB12742,CELL_DRUG,OVKATE,0
17183,DB12742,CELL_DRUG,OVMIU,0
17199,DB12742,CELL_DRUG,TOV-21G,0
17253,DB12742,CELL_DRUG,OVTOKO,0
17290,DB12742,CELL_DRUG,DOV13,0
17291,DB12742,CELL_DRUG,JHOS-2,0
17292,DB12742,CELL_DRUG,JHOS-3,0
17293,DB12742,CELL_DRUG,OV-7,0
17294,DB12742,CELL_DRUG,OV-56,0
17295,DB12742,CELL_DRUG,OVCA420,0
17296,DB12742,CELL_DRUG,OVCA433,0
17297,DB12742,CELL_DRUG,OVK-18,0
17298,DB12742,CELL_DRUG,PEO1,0
17299,DB12742,CELL_DRUG,UWB1.289,0
17468,DB05913,CELL_DRUG,OVCAR-3,0
17487,DB05913,CELL_DRUG,SK-OV-3,0
17492,DB05913,CELL_DRUG,OVCAR-5,0
17510,DB05913,CELL_DRUG,OVCAR-4,0
17511,DB05913,CELL_DRUG,OVCAR-8,0
17533,DB05913,CELL_DRUG,Caov-3,0
17687,DB05913,CELL_DRUG,OC-314,0
17760,DB05913,CELL_DRUG,OAW-42,0
17814,DB05913,CELL_DRUG,EFO-21,0
17854,DB05913,CELL_DRUG,OAW-28,0
17864,DB05913,CELL_DRUG,Caov-4,0
17893,DB05913,CELL_DRUG,FU-OV-1,0
17941,DB05913,CELL_DRUG,OV-90,0
17942,DB05913,CELL_DRUG,OVISE,0
17943,DB05913,CELL_DRUG,OVKATE,0
17944,DB05913,CELL_DRUG,OVMIU,0
17961,DB05913,CELL_DRUG,TOV-21G,0
18023,DB05913,CELL_DRUG,OVTOKO,0
18039,DB05913,CELL_DRUG,TOV-112D,0
18064,DB05913,CELL_DRUG,DOV13,0
18065,DB05913,CELL_DRUG,Hey,0
18066,DB05913,CELL_DRUG,JHOS-2,0
18067,DB05913,CELL_DRUG,JHOS-3,0
18068,DB05913,CELL_DRUG,OV-7,0
18069,DB05913,CELL_DRUG,OV-17R,0
18070,DB05913,CELL_DRUG,OV-56,0
18071,DB05913,CELL_DRUG,OVCA420,0
18072,DB05913,CELL_DRUG,OVCA433,0
18073,DB05913,CELL_DRUG,OVK-18,0
18074,DB05913,CELL_DRUG,PEO1,0
18075,DB05913,CELL_DRUG,UWB1.289,0
18160,DB12500,CELL_DRUG,OVCAR-3,0
18336,DB12500,CELL_DRUG,OVKATE,0
18374,DB12500,CELL_DRUG,DOV13,0
18375,DB12500,CELL_DRUG,JHOS-2,0
18376,DB12500,CELL_DRUG,JHOS-3,0
18377,DB12500,CELL_DRUG,OV-56,0
18378,DB12500,CELL_DRUG,OVCA420,0
18379,DB12500,CELL_DRUG,OVK-18,0
18380,DB12500,CELL_DRUG,PEO1,0
18381,DB12500,CELL_DRUG,UWB1.289,0
18548,DB07080,CELL_DRUG,OVCAR-3,0
18569,DB07080,CELL_DRUG,SK-OV-3,0
18576,DB07080,CELL_DRUG,OVCAR-5,0
18595,DB07080,CELL_DRUG,OVCAR-4,0
18596,DB07080,CELL_DRUG,OVCAR-8,0
18623,DB07080,CELL_DRUG,Caov-3,0
18786,DB07080,CELL_DRUG,OC-314,0
18832,DB07080,CELL_DRUG,SW626,0
18862,DB07080,CELL_DRUG,OAW-42,0
18921,DB07080,CELL_DRUG,EFO-21,0
18960,DB07080,CELL_DRUG,OAW-28,0
18971,DB07080,CELL_DRUG,Caov-4,0
19003,DB07080,CELL_DRUG,FU-OV-1,0
19049,DB07080,CELL_DRUG,OV-90,0
19050,DB07080,CELL_DRUG,OVISE,0
19051,DB07080,CELL_DRUG,OVKATE,0
19052,DB07080,CELL_DRUG,OVMIU,0
19133,DB07080,CELL_DRUG,OVTOKO,0
19149,DB07080,CELL_DRUG,TOV-112D,0
19178,DB07080,CELL_DRUG,DOV13,0
19179,DB07080,CELL_DRUG,Hey,0
19180,DB07080,CELL_DRUG,JHOS-2,0
19181,DB07080,CELL_DRUG,JHOS-3,0
19182,DB07080,CELL_DRUG,OV-7,0
19183,DB07080,CELL_DRUG,OV-17R,0
19184,DB07080,CELL_DRUG,OV-56,0
19185,DB07080,CELL_DRUG,OVCA420,0
19186,DB07080,CELL_DRUG,OVCA433,0
19187,DB07080,CELL_DRUG,OVK-18,0
19188,DB07080,CELL_DRUG,PEO1,0
19189,DB07080,CELL_DRUG,UWB1.289,0
19377,DB13978,CELL_DRUG,OVCAR-3,0
19400,DB13978,CELL_DRUG,SK-OV-3,0
19408,DB13978,CELL_DRUG,OVCAR-5,0
19427,DB13978,CELL_DRUG,OVCAR-4,0
19428,DB13978,CELL_DRUG,OVCAR-8,0
19455,DB13978,CELL_DRUG,Caov-3,0
19646,DB13978,CELL_DRUG,OC-314,0
19698,DB13978,CELL_DRUG,SW626,0
19732,DB13978,CELL_DRUG,OAW-42,0
19798,DB13978,CELL_DRUG,EFO-21,0
19839,DB13978,CELL_DRUG,OAW-28,0
19885,DB13978,CELL_DRUG,FU-OV-1,0
